step,ros_time,d0,d1,d2,d3,d4,d5,p0,p1,p2,p3,p4,p5
39,1763345209.826508,0.856300,-1.344700,-2.310600,-1.102100,1.636900,-0.831800,1.524511,-0.184218,-0.009068,0.724505,0.501407,0.980638
40,1763345209.883369,0.865700,-1.352300,-2.305600,-1.097800,1.637800,-0.823800,1.458511,-0.226441,-0.026104,0.639564,0.501688,0.965406
41,1763345209.939696,0.874800,-1.360000,-2.300000,-1.095000,1.637800,-0.814000,1.524532,-0.184214,-0.009076,0.724487,0.501308,0.980634
42,1763345209.996512,0.884100,-1.368400,-2.293800,-1.092600,1.638200,-0.801100,1.524504,-0.184225,-0.009064,0.724489,0.501364,0.980628
43,1763345210.053566,0.894000,-1.377800,-2.286600,-1.090400,1.636800,-0.782600,1.524484,-0.184227,-0.009062,0.724517,0.501423,0.980631
44,1763345210.110047,0.904100,-1.387800,-2.279400,-1.086500,1.638400,-0.766200,1.524501,-0.184212,-0.009074,0.724489,0.501356,0.980632
45,1763345210.166580,0.923900,-1.407700,-2.263800,-1.081000,1.639700,-0.733300,1.524490,-0.184218,-0.009071,0.724485,0.501377,0.980629
46,1763345210.223414,0.933500,-1.417700,-2.255800,-1.078500,1.640700,-0.717100,1.484456,-0.249211,0.037192,0.769306,0.728941,0.961179
47,1763345210.279726,0.942900,-1.427800,-2.247500,-1.075800,1.641600,-0.700500,1.484488,-0.249200,0.037177,0.769314,0.728870,0.961183
48,1763345210.336178,0.951800,-1.437600,-2.239100,-1.073400,1.641800,-0.683600,1.484491,-0.249195,0.037170,0.769290,0.728853,0.961181
49,1763345210.392482,0.960700,-1.447600,-2.230400,-1.071000,1.641800,-0.667200,1.402238,-0.307362,0.024592,0.686444,0.731726,0.954215
50,1763345210.449502,0.969100,-1.457000,-2.221900,-1.068600,1.641600,-0.652600,1.484438,-0.249223,0.037212,0.769299,0.729016,0.961176
51,1763345210.505613,0.977200,-1.466100,-2.213900,-1.066200,1.641000,-0.639500,1.484457,-0.249209,0.037191,0.769284,0.728985,0.961178
52,1763345210.561760,0.984300,-1.473800,-2.206700,-1.064600,1.640300,-0.628900,1.402213,-0.307374,0.024601,0.686413,0.731691,0.954206
53,1763345210.618336,0.990800,-1.480700,-2.200500,-1.063000,1.638800,-0.619700,1.484474,-0.249204,0.037182,0.769274,0.728866,0.961178
54,1763345210.675506,0.996200,-1.486100,-2.195500,-1.061400,1.637300,-0.613300,1.343204,-0.343008,0.099657,0.696831,0.964156,0.934243
55,1763345210.732210,1.000200,-1.489800,-2.192100,-1.059600,1.636100,-0.609300,1.343264,-0.342981,0.099667,0.696844,0.964123,0.934252
56,1763345210.788536,1.003100,-1.492300,-2.189800,-1.057300,1.636000,-0.607000,1.361760,-0.295586,0.102013,0.681802,0.781935,0.948036
57,1763345210.845689,1.005000,-1.494000,-2.188600,-1.054600,1.637200,-0.606000,1.343217,-0.343001,0.099667,0.696849,0.964204,0.934248
58,1763345210.902424,1.006200,-1.495200,-2.187900,-1.051300,1.639000,-0.605600,1.264284,-0.362577,0.155705,0.693474,1.016015,0.919891
59,1763345210.959472,1.007000,-1.496100,-2.187700,-1.048100,1.640800,-0.605400,1.343114,-0.343057,0.099713,0.696779,0.964255,0.934226
60,1763345211.015813,1.007500,-1.496800,-2.187700,-1.045500,1.642000,-0.605200,1.264187,-0.362626,0.155749,0.693444,1.016142,0.919869
61,1763345211.071500,1.008000,-1.497200,-2.187900,-1.043900,1.642600,-0.605100,1.343205,-0.343000,0.099665,0.696872,0.964270,0.934248
62,1763345211.128106,1.008200,-1.497700,-2.188000,-1.042500,1.643200,-0.605200,1.343159,-0.343033,0.099695,0.696802,0.964194,0.934233
63,1763345211.187171,1.008400,-1.498000,-2.188200,-1.041400,1.643700,-0.605200,1.135171,-0.439680,0.207271,0.550899,1.005603,0.876317
64,1763345211.243268,1.008600,-1.498200,-2.188500,-1.040500,1.644400,-0.605200,1.178847,-0.414853,0.213299,0.552850,1.009934,0.887961
65,1763345211.299697,1.008500,-1.498500,-2.188700,-1.039800,1.645100,-0.605500,1.264157,-0.362621,0.155754,0.693421,1.016093,0.919868
66,1763345211.357676,1.008500,-1.498600,-2.188900,-1.039600,1.645600,-0.605700,1.074819,-0.480672,0.260485,0.570682,1.222440,0.875527
67,1763345211.415489,1.008500,-1.498900,-2.189000,-1.039700,1.646400,-0.605900,1.167146,-0.433164,0.176743,0.592059,1.002529,0.900385
68,1763345211.472521,1.008200,-1.499200,-2.188900,-1.040100,1.647700,-0.606400,1.140370,-0.484344,0.227616,0.545050,1.197203,0.873793
69,1763345211.527585,1.007800,-1.499700,-2.188700,-1.039900,1.649400,-0.607500,1.140337,-0.484360,0.227630,0.545012,1.197209,0.873786
70,1763345211.584007,1.006900,-1.500700,-2.188300,-1.038800,1.651100,-0.609000,1.074785,-0.480690,0.260513,0.570678,1.222473,0.875514
71,1763345211.641738,1.005300,-1.502600,-2.187400,-1.037500,1.652900,-0.610700,1.140344,-0.484341,0.227610,0.545067,1.197235,0.873786
72,1763345211.698022,1.003100,-1.505400,-2.185600,-1.035600,1.654000,-0.612800,1.074729,-0.480719,0.260551,0.570660,1.222464,0.875507
73,1763345211.753917,0.999900,-1.509300,-2.182300,-1.034300,1.655800,-0.616100,1.061298,-0.506612,0.298641,0.538853,1.237886,0.855908
74,1763345211.811671,0.995900,-1.513900,-2.177400,-1.036800,1.660400,-0.605100,1.010142,-0.548429,0.331978,0.428975,1.215953,0.855616
75,1763345211.868281,0.991000,-1.519300,-2.171300,-1.039400,1.666500,-0.588700,1.010872,-0.547995,0.331483,0.429384,1.215486,0.855761
76,1763345211.925327,0.985000,-1.525900,-2.164700,-1.039900,1.671100,-0.584400,1.074769,-0.480704,0.260520,0.570665,1.222449,0.875516
77,1763345211.981426,0.978300,-1.533200,-2.157300,-1.041000,1.677400,-0.575300,0.843112,-0.648331,0.421589,0.411978,1.363822,0.814135
78,1763345212.040948,0.971000,-1.541000,-2.149400,-1.041300,1.681400,-0.577500,0.843079,-0.648373,0.421647,0.411916,1.363849,0.814128
79,1763345212.096917,0.963300,-1.549100,-2.141500,-1.041300,1.685500,-0.581300,0.843131,-0.648320,0.421580,0.411990,1.363844,0.814140
80,1763345212.153567,0.955300,-1.557300,-2.133200,-1.040900,1.688000,-0.595000,0.843158,-0.648308,0.421555,0.412022,1.363838,0.814144
81,1763345212.209638,0.947000,-1.565700,-2.125500,-1.039400,1.689400,-0.605800,0.842992,-0.648408,0.421657,0.411898,1.363892,0.814102
82,1763345212.266538,0.938500,-1.574200,-2.117000,-1.038100,1.689700,-0.621500,0.843089,-0.648373,0.421636,0.411908,1.363802,0.814119
83,1763345212.324337,0.929700,-1.582600,-2.109100,-1.036800,1.689300,-0.634400,0.843143,-0.648342,0.421601,0.411921,1.363772,0.814137
84,1763345212.381718,0.929700,-1.582600,-2.109100,-1.036800,1.689300,-0.634400,0.818612,-0.666904,0.444111,0.392004,1.364884,0.807934
85,1763345212.438459,0.910800,-1.600600,-2.091300,-1.035000,1.685900,-0.664700,0.843060,-0.648370,0.421623,0.411958,1.363844,0.814115
86,1763345212.495872,0.910800,-1.600600,-2.091300,-1.035000,1.685900,-0.664700,0.843045,-0.648380,0.421640,0.411904,1.363755,0.814120
87,1763345212.552496,0.901400,-1.609300,-2.082000,-1.035600,1.686400,-0.678000,0.688134,-0.762124,0.560432,0.288951,1.364217,0.775209
88,1763345212.608838,0.892100,-1.618000,-2.072900,-1.036800,1.686500,-0.685700,0.640398,-0.795803,0.602430,0.250650,1.360409,0.761973
89,1763345212.665566,0.882800,-1.626600,-2.063100,-1.039000,1.687100,-0.695300,0.737608,-0.726631,0.516604,0.327967,1.366028,0.787866
90,1763345212.722814,0.873500,-1.635800,-2.053300,-1.040900,1.685100,-0.706200,0.605848,-0.818149,0.630817,0.224704,1.356967,0.752329
91,1763345212.781898,0.864200,-1.645000,-2.042600,-1.043900,1.686300,-0.714700,0.615043,-0.812509,0.623589,0.231191,1.357903,0.754899
92,1763345212.838905,0.854800,-1.655000,-2.031700,-1.045700,1.686600,-0.721300,0.623462,-0.807281,0.616950,0.237200,1.358748,0.757257
93,1763345212.895277,0.845500,-1.665100,-2.019800,-1.048600,1.687900,-0.729200,0.607701,-0.817013,0.629360,0.226026,1.357161,0.752846
94,1763345212.952537,0.836100,-1.675400,-2.008300,-1.050600,1.687600,-0.737400,0.614197,-0.813029,0.624238,0.230650,1.357841,0.754660
95,1763345213.010195,0.827100,-1.685600,-1.996400,-1.052800,1.687300,-0.746400,0.615568,-0.812170,0.623157,0.231614,1.357964,0.755048
96,1763345213.067290,0.818400,-1.695400,-1.984300,-1.057000,1.689300,-0.753900,0.658523,-0.782913,0.586256,0.265658,1.362284,0.767132
97,1763345213.123713,0.810100,-1.705300,-1.973300,-1.058500,1.687400,-0.765000,0.591838,-0.826616,0.641736,0.214888,1.355459,0.748455
98,1763345213.181053,0.802300,-1.714500,-1.961700,-1.062600,1.690900,-0.770300,0.583470,-0.831638,0.648204,0.209025,1.354540,0.746136
99,1763345213.239846,0.794500,-1.723900,-1.950400,-1.065400,1.693500,-0.770900,0.586611,-0.829754,0.645771,0.211208,1.354897,0.747008
