step,ros_time,d0,d1,d2,d3,d4,d5,p0,p1,p2,p3,p4,p5
37,1763450411.727813,0.866300,-1.363200,-2.296200,-1.106700,1.612400,-0.798200,0.884537,-1.410738,-2.262316,-1.059778,1.631349,-0.682671
38,1763450411.771625,0.873900,-1.367900,-2.292800,-1.104700,1.612900,-0.789300,0.885366,-1.411650,-2.261594,-1.059482,1.631519,-0.681757
39,1763450411.824067,0.882300,-1.373400,-2.288900,-1.102200,1.612800,-0.776600,0.886155,-1.412517,-2.260908,-1.059201,1.631681,-0.680885
40,1763450411.867896,0.891000,-1.379200,-2.284800,-1.099400,1.614100,-0.764200,0.886674,-1.413482,-2.260234,-1.058997,1.631815,-0.680252
41,1763450411.920835,0.899700,-1.385300,-2.280200,-1.097200,1.615200,-0.750500,0.887516,-1.414381,-2.259521,-1.058701,1.631982,-0.679216
42,1763450411.963943,0.908100,-1.391300,-2.275700,-1.095300,1.616500,-0.736900,0.888273,-1.415231,-2.258846,-1.058430,1.632146,-0.678278
43,1763450412.016772,0.916100,-1.397200,-2.271100,-1.093200,1.617600,-0.724300,0.889001,-1.416037,-2.258206,-1.058166,1.632307,-0.677375
44,1763450412.059541,0.923800,-1.403400,-2.266300,-1.090800,1.618700,-0.712100,0.889751,-1.416848,-2.257551,-1.057922,1.632438,-0.676415
45,1763450412.112041,0.931100,-1.409400,-2.261300,-1.088500,1.619400,-0.700300,0.890469,-1.417627,-2.256929,-1.057698,1.632553,-0.675498
46,1763450412.154850,0.937900,-1.415300,-2.256400,-1.086500,1.620400,-0.689000,0.891192,-1.418654,-2.256113,-1.057433,1.632775,-0.674656
47,1763450412.209320,0.944300,-1.420600,-2.251500,-1.084400,1.621500,-0.679100,0.891959,-1.419685,-2.255322,-1.057171,1.632973,-0.673758
48,1763450412.252425,0.950200,-1.425800,-2.247000,-1.082100,1.622300,-0.670300,0.892634,-1.420621,-2.254601,-1.056915,1.633188,-0.672989
49,1763450412.302182,0.955500,-1.430600,-2.242700,-1.080000,1.622800,-0.662900,0.892905,-1.421497,-2.253983,-1.056750,1.633379,-0.672535
50,1763450412.345129,0.960400,-1.435300,-2.238800,-1.077800,1.623200,-0.656600,0.893466,-1.422276,-2.253388,-1.056530,1.633574,-0.671940
51,1763450412.395326,0.964900,-1.439600,-2.235200,-1.075900,1.623400,-0.651000,0.893968,-1.423000,-2.252827,-1.056315,1.633775,-0.671416
52,1763450412.439098,0.969000,-1.443800,-2.231700,-1.074100,1.623500,-0.646400,0.894182,-1.423776,-2.252277,-1.056182,1.633935,-0.671030
53,1763450412.491481,0.973000,-1.448000,-2.228200,-1.072600,1.623600,-0.642200,0.894598,-1.424435,-2.251748,-1.056011,1.634110,-0.670595
54,1763450412.533024,0.976700,-1.451900,-2.225000,-1.070800,1.623400,-0.638400,0.894735,-1.425468,-2.250904,-1.055874,1.634355,-0.670453
55,1763450412.586937,0.980400,-1.455600,-2.221900,-1.069100,1.623000,-0.634700,0.894913,-1.426461,-2.250104,-1.055724,1.634598,-0.670310
56,1763450412.630367,0.983800,-1.459300,-2.219000,-1.067300,1.622500,-0.630900,0.895002,-1.427100,-2.249462,-1.055610,1.634759,-0.670335
57,1763450412.681074,0.987100,-1.462900,-2.216200,-1.065500,1.622000,-0.627000,0.895350,-1.428190,-2.248612,-1.055423,1.634984,-0.669849
58,1763450412.726496,0.990000,-1.466000,-2.213600,-1.064000,1.621700,-0.623800,0.895567,-1.429167,-2.247683,-1.055254,1.635225,-0.669788
59,1763450412.774733,0.992800,-1.468600,-2.211400,-1.062600,1.621400,-0.621900,0.895884,-1.430161,-2.246892,-1.055069,1.635448,-0.669371
60,1763450412.820377,0.995000,-1.470600,-2.209700,-1.061700,1.621300,-0.621100,0.896060,-1.431047,-2.246042,-1.054915,1.635674,-0.669370
61,1763450412.868274,0.996900,-1.472000,-2.208300,-1.060900,1.621200,-0.620600,0.896339,-1.431962,-2.245316,-1.054753,1.635877,-0.668987
62,1763450412.912640,0.998100,-1.473100,-2.207400,-1.059800,1.621200,-0.620500,0.896606,-1.432836,-2.244632,-1.054603,1.636070,-0.668644
63,1763450412.960994,0.999000,-1.473900,-2.207000,-1.057900,1.621600,-0.620700,0.896355,-1.433630,-2.243826,-1.054585,1.636269,-0.669428
64,1763450413.006116,0.999600,-1.474300,-2.206800,-1.056500,1.622400,-0.620900,0.896190,-1.434521,-2.242865,-1.054555,1.636460,-0.669998
65,1763450413.056808,0.999800,-1.474500,-2.206600,-1.056200,1.624200,-0.621500,0.896360,-1.435263,-2.242146,-1.054426,1.636651,-0.669954
66,1763450413.100006,0.999800,-1.474500,-2.206300,-1.056800,1.627000,-0.622300,0.896247,-1.436459,-2.241037,-1.054335,1.636894,-0.670258
67,1763450413.149825,0.999800,-1.474600,-2.206400,-1.055500,1.629300,-0.622900,0.896263,-1.437360,-2.240250,-1.054242,1.637057,-0.670144
68,1763450413.193989,0.999700,-1.474800,-2.206600,-1.053100,1.631100,-0.623500,0.896268,-1.438497,-2.239232,-1.054154,1.637294,-0.670378
69,1763450413.243568,0.999700,-1.474900,-2.206700,-1.051900,1.632500,-0.623800,0.896245,-1.439606,-2.238258,-1.054077,1.637523,-0.670628
70,1763450413.287421,0.999700,-1.475000,-2.206900,-1.050800,1.633500,-0.624000,0.896190,-1.440679,-2.237256,-1.053995,1.637736,-0.670865
71,1763450413.338920,0.999700,-1.475100,-2.207000,-1.050000,1.634200,-0.624100,0.896149,-1.441698,-2.236349,-1.053930,1.637951,-0.671149
72,1763450413.381511,0.999600,-1.475200,-2.207200,-1.049400,1.634800,-0.624300,0.896074,-1.442742,-2.235382,-1.053851,1.638155,-0.671398
73,1763450413.434804,0.999600,-1.475300,-2.207400,-1.048800,1.635200,-0.624400,0.896025,-1.443727,-2.234382,-1.053782,1.638366,-0.671844
74,1763450413.478658,0.999600,-1.475400,-2.207500,-1.048400,1.635500,-0.624500,0.895833,-1.444938,-2.233212,-1.053748,1.638557,-0.672397
75,1763450413.527458,0.999600,-1.475500,-2.207700,-1.048300,1.635800,-0.624600,0.895671,-1.446159,-2.232029,-1.053708,1.638740,-0.672863
76,1763450413.572061,0.999500,-1.475600,-2.207900,-1.047900,1.636000,-0.624600,0.895752,-1.447151,-2.231130,-1.053597,1.638927,-0.672866
77,1763450413.620068,0.999400,-1.475900,-2.207900,-1.047400,1.636300,-0.624700,0.895475,-1.448528,-2.229836,-1.053559,1.639149,-0.673564
78,1763450413.664247,0.999300,-1.476000,-2.207900,-1.047400,1.637200,-0.624400,0.895194,-1.449850,-2.228583,-1.053526,1.639363,-0.674270
79,1763450413.712905,0.999100,-1.476200,-2.207700,-1.047800,1.639100,-0.623900,0.895001,-1.451161,-2.227354,-1.053470,1.639577,-0.674802
80,1763450413.756600,0.998400,-1.476500,-2.206900,-1.049900,1.643300,-0.623200,0.894772,-1.452459,-2.226131,-1.053435,1.639770,-0.675380
81,1763450413.809164,0.997200,-1.477300,-2.205400,-1.052700,1.647900,-0.622800,0.894561,-1.453716,-2.224952,-1.053401,1.639960,-0.675963
82,1763450413.853257,0.994900,-1.479400,-2.203300,-1.054600,1.650900,-0.624500,0.894489,-1.455071,-2.223697,-1.053324,1.640155,-0.676347
83,1763450413.903112,0.991700,-1.482500,-2.200700,-1.055400,1.652500,-0.628600,0.894402,-1.456407,-2.222469,-1.053256,1.640342,-0.676748
84,1763450413.946023,0.988000,-1.486100,-2.197900,-1.055800,1.653400,-0.633400,0.894357,-1.457762,-2.221227,-1.053173,1.640529,-0.677075
85,1763450413.998367,0.983800,-1.490200,-2.194500,-1.056500,1.654100,-0.638700,0.894304,-1.459052,-2.220053,-1.053091,1.640718,-0.677408
86,1763450414.044110,0.979100,-1.495100,-2.190500,-1.056700,1.654600,-0.643200,0.894309,-1.460381,-2.218848,-1.053007,1.640898,-0.677698
87,1763450414.091652,0.973900,-1.500800,-2.185800,-1.056200,1.654900,-0.648300,0.894175,-1.461790,-2.217536,-1.052966,1.641068,-0.678184
88,1763450414.137860,0.968500,-1.506500,-2.180200,-1.056700,1.657400,-0.653600,0.893944,-1.463295,-2.216107,-1.052948,1.641240,-0.678892
89,1763450414.183743,0.962900,-1.512200,-2.174300,-1.058500,1.663200,-0.646800,0.893819,-1.464562,-2.214922,-1.052896,1.641412,-0.679312
90,1763450414.233767,0.956700,-1.518700,-2.167300,-1.060400,1.667800,-0.651800,0.893534,-1.466050,-2.213490,-1.052899,1.641571,-0.680119
91,1763450414.276086,0.950200,-1.525500,-2.161400,-1.059400,1.667300,-0.663900,0.893292,-1.467465,-2.212149,-1.052891,1.641728,-0.680818
92,1763450414.329300,0.943500,-1.532400,-2.154400,-1.060700,1.671200,-0.666500,0.893053,-1.468839,-2.210842,-1.052878,1.641884,-0.681467
93,1763450414.372405,0.936700,-1.539300,-2.147300,-1.061600,1.673500,-0.674400,0.892664,-1.470104,-2.209608,-1.052896,1.642046,-0.682366
94,1763450414.425669,0.930000,-1.546400,-2.140600,-1.061000,1.672700,-0.683300,0.892260,-1.471326,-2.208423,-1.052922,1.642197,-0.683248
95,1763450414.467530,0.923300,-1.553500,-2.134100,-1.060400,1.669300,-0.691300,0.891841,-1.472474,-2.207302,-1.052953,1.642342,-0.684182
96,1763450414.523226,0.917000,-1.560400,-2.126900,-1.061200,1.669300,-0.696500,0.891496,-1.473539,-2.206270,-1.052963,1.642491,-0.684962
97,1763450414.565920,0.910800,-1.567300,-2.120800,-1.060700,1.664500,-0.700900,0.891053,-1.474630,-2.205209,-1.052996,1.642637,-0.685915
98,1763450414.619527,0.904900,-1.573800,-2.113000,-1.063700,1.668500,-0.698400,0.890599,-1.475707,-2.204142,-1.053031,1.642787,-0.686927
99,1763450414.661074,0.899300,-1.580000,-2.107100,-1.063200,1.665800,-0.701500,0.890122,-1.476772,-2.203084,-1.053073,1.642937,-0.687990
100,1763450414.716395,0.893700,-1.586100,-2.100800,-1.063600,1.663400,-0.707200,0.890134,-1.476626,-2.203228,-1.053052,1.642946,-0.688020
101,1763450414.757874,0.888400,-1.591800,-2.095100,-1.064300,1.660500,-0.712700,0.890321,-1.476668,-2.203233,-1.052992,1.642958,-0.687828
102,1763450414.812593,0.883000,-1.597500,-2.089100,-1.065100,1.658900,-0.719000,0.890522,-1.476730,-2.203216,-1.052929,1.642967,-0.687594
103,1763450414.854407,0.877600,-1.603200,-2.083200,-1.065600,1.657200,-0.726100,0.890757,-1.476811,-2.203183,-1.052864,1.642972,-0.687361
104,1763450414.908699,0.877600,-1.603200,-2.083200,-1.065600,1.657200,-0.726100,0.890983,-1.476925,-2.203125,-1.052802,1.642974,-0.687142
105,1763450414.951432,0.865800,-1.616400,-2.069500,-1.066300,1.655800,-0.742400,0.891202,-1.477009,-2.203090,-1.052739,1.642980,-0.686916
106,1763450415.005306,0.865800,-1.616400,-2.069500,-1.066300,1.655800,-0.742400,0.891428,-1.477109,-2.203040,-1.052675,1.642985,-0.686675
107,1763450415.046912,0.859700,-1.623200,-2.061600,-1.068800,1.659700,-0.742600,0.891651,-1.477188,-2.203007,-1.052607,1.643002,-0.686399
108,1763450415.099543,0.853700,-1.630200,-2.054300,-1.068700,1.658900,-0.751500,0.891875,-1.477256,-2.202983,-1.052546,1.643014,-0.686151
109,1763450415.141382,0.847800,-1.637200,-2.046400,-1.070600,1.661400,-0.753200,0.892047,-1.477304,-2.202969,-1.052496,1.643026,-0.685954
110,1763450415.197241,0.842000,-1.644000,-2.038800,-1.071600,1.662600,-0.758200,0.892208,-1.477342,-2.202961,-1.052453,1.643033,-0.685765
111,1763450415.240119,0.836200,-1.650900,-2.031500,-1.071900,1.661500,-0.764900,0.892364,-1.477464,-2.202887,-1.052412,1.643048,-0.685552
112,1763450415.290704,0.830100,-1.658300,-2.023500,-1.072600,1.659700,-0.772400,0.892528,-1.477578,-2.202817,-1.052376,1.643055,-0.685310
113,1763450415.333134,0.824300,-1.665100,-2.016000,-1.073600,1.658500,-0.779800,0.892680,-1.477715,-2.202721,-1.052339,1.643068,-0.685067
114,1763450415.384607,0.818500,-1.672100,-2.008000,-1.074900,1.658800,-0.786100,0.892702,-1.477733,-2.202718,-1.052332,1.643076,-0.684988
115,1763450415.427436,0.812200,-1.679900,-1.998700,-1.077400,1.661500,-0.790700,0.892750,-1.477740,-2.202724,-1.052321,1.643085,-0.684899
116,1763450415.478036,0.805900,-1.687700,-1.989300,-1.079500,1.663000,-0.798600,0.892791,-1.477727,-2.202747,-1.052298,1.643106,-0.684807
117,1763450415.520867,0.799800,-1.695700,-1.980600,-1.079900,1.660500,-0.808300,0.892869,-1.477638,-2.202838,-1.052267,1.643126,-0.684712
118,1763450415.571438,0.793400,-1.704000,-1.970900,-1.081800,1.659600,-0.817100,0.892937,-1.477531,-2.202941,-1.052240,1.643140,-0.684616
119,1763450415.613948,0.787300,-1.712400,-1.961300,-1.083300,1.657900,-0.826100,0.892978,-1.477472,-2.203007,-1.052222,1.643153,-0.684520
120,1763450415.666119,0.781300,-1.720800,-1.951400,-1.085700,1.658900,-0.830700,0.893029,-1.477423,-2.203053,-1.052205,1.643162,-0.684436
121,1763450415.708938,0.775600,-1.728500,-1.941200,-1.089600,1.663400,-0.827300,0.893032,-1.477423,-2.203054,-1.052200,1.643173,-0.684409
122,1763450415.762118,0.770200,-1.736000,-1.931900,-1.091200,1.663100,-0.831800,0.893023,-1.477416,-2.203059,-1.052195,1.643186,-0.684407
123,1763450415.805308,0.765100,-1.743300,-1.924100,-1.091100,1.656600,-0.836900,0.893186,-1.477551,-2.202955,-1.052146,1.643202,-0.684155
124,1763450415.855714,0.760200,-1.749700,-1.915200,-1.094700,1.658800,-0.837600,0.893367,-1.477687,-2.202853,-1.052101,1.643212,-0.683920
125,1763450415.902319,0.755700,-1.755800,-1.908200,-1.095600,1.655600,-0.843000,0.893539,-1.477827,-2.202746,-1.052057,1.643223,-0.683680
126,1763450415.949701,0.751400,-1.761500,-1.901300,-1.096600,1.652100,-0.848100,0.893668,-1.477942,-2.202667,-1.052016,1.643246,-0.683484
127,1763450415.994924,0.747200,-1.767100,-1.894400,-1.098100,1.650000,-0.852400,0.893791,-1.478055,-2.202578,-1.051975,1.643270,-0.683353
128,1763450416.043524,0.743200,-1.772700,-1.887600,-1.099000,1.648300,-0.855700,0.893868,-1.478131,-2.202515,-1.051951,1.643295,-0.683237
129,1763450416.091383,0.739200,-1.778200,-1.880800,-1.100100,1.647300,-0.859300,0.893948,-1.478265,-2.202397,-1.051930,1.643315,-0.683124
130,1763450416.136270,0.735300,-1.783600,-1.874200,-1.101000,1.646700,-0.862000,0.894041,-1.478426,-2.202258,-1.051908,1.643333,-0.682979
131,1763450416.183795,0.731500,-1.788900,-1.867500,-1.101900,1.646400,-0.865200,0.894163,-1.478616,-2.202115,-1.051893,1.643334,-0.682783
132,1763450416.230218,0.727900,-1.794000,-1.861100,-1.103000,1.646500,-0.867700,0.894262,-1.478766,-2.201985,-1.051872,1.643351,-0.682635
133,1763450416.277698,0.724400,-1.798900,-1.854900,-1.104300,1.647000,-0.870800,0.894377,-1.478917,-2.201858,-1.051845,1.643367,-0.682497
134,1763450416.322851,0.721200,-1.803400,-1.848900,-1.106600,1.649300,-0.870300,0.894498,-1.479103,-2.201710,-1.051820,1.643376,-0.682314
135,1763450416.371580,0.718000,-1.807900,-1.843000,-1.107900,1.650300,-0.873300,0.894616,-1.479295,-2.201559,-1.051792,1.643387,-0.682117
136,1763450416.416422,0.714800,-1.812500,-1.837800,-1.107500,1.648300,-0.876000,0.894699,-1.479441,-2.201439,-1.051777,1.643399,-0.682008
137,1763450416.466245,0.711900,-1.816500,-1.831900,-1.109700,1.649300,-0.878200,0.894737,-1.479584,-2.201310,-1.051772,1.643411,-0.681956
138,1763450416.510088,0.709100,-1.820400,-1.827200,-1.110300,1.648500,-0.881800,0.894786,-1.479752,-2.201181,-1.051756,1.643426,-0.681852
139,1763450416.558733,0.706600,-1.824000,-1.822300,-1.111900,1.649100,-0.883600,0.894846,-1.479906,-2.201047,-1.051736,1.643443,-0.681761
140,1763450416.602663,0.704200,-1.827500,-1.818300,-1.111800,1.646800,-0.886700,0.894906,-1.480046,-2.200935,-1.051721,1.643449,-0.681674
141,1763450416.649966,0.701900,-1.830700,-1.813500,-1.113500,1.647500,-0.888700,0.895007,-1.480203,-2.200814,-1.051697,1.643453,-0.681523
142,1763450416.697234,0.699900,-1.833600,-1.809800,-1.114800,1.649400,-0.888500,0.895106,-1.480350,-2.200698,-1.051672,1.643461,-0.681390
143,1763450416.745651,0.698000,-1.836300,-1.806400,-1.114900,1.647600,-0.893500,0.895201,-1.480501,-2.200575,-1.051643,1.643473,-0.681256
144,1763450416.790113,0.696100,-1.838900,-1.803600,-1.114700,1.645100,-0.898100,0.895278,-1.480659,-2.200445,-1.051615,1.643488,-0.681155
145,1763450416.841348,0.694300,-1.841400,-1.800500,-1.114600,1.642600,-0.902100,0.895376,-1.480807,-2.200322,-1.051590,1.643494,-0.681024
146,1763450416.888021,0.692600,-1.844100,-1.797200,-1.114500,1.640800,-0.905200,0.895480,-1.480988,-2.200181,-1.051565,1.643495,-0.680901
147,1763450416.936702,0.690700,-1.847000,-1.793600,-1.114800,1.639400,-0.907800,0.895526,-1.481113,-2.200066,-1.051553,1.643507,-0.680828
148,1763450416.980917,0.688800,-1.850000,-1.789800,-1.114900,1.638100,-0.910000,0.895537,-1.481228,-2.199966,-1.051546,1.643521,-0.680784
149,1763450417.031992,0.686800,-1.853200,-1.785900,-1.114800,1.637000,-0.912200,0.895536,-1.481371,-2.199838,-1.051543,1.643539,-0.680784
150,1763450417.074849,0.684900,-1.856400,-1.781800,-1.114800,1.636100,-0.913900,0.895588,-1.481548,-2.199704,-1.051528,1.643550,-0.680680
151,1763450417.128489,0.683000,-1.859500,-1.778000,-1.114800,1.635300,-0.915800,0.895608,-1.481681,-2.199590,-1.051517,1.643570,-0.680644
152,1763450417.171715,0.681200,-1.862500,-1.774100,-1.115100,1.634600,-0.917800,0.895622,-1.481830,-2.199466,-1.051509,1.643583,-0.680609
153,1763450417.223881,0.679400,-1.865400,-1.770400,-1.115300,1.634000,-0.919800,0.895691,-1.481998,-2.199342,-1.051491,1.643592,-0.680480
154,1763450417.266841,0.677800,-1.868100,-1.766800,-1.115900,1.633600,-0.921400,0.895675,-1.482142,-2.199210,-1.051489,1.643608,-0.680485
155,1763450417.320390,0.676200,-1.870700,-1.763500,-1.116000,1.633200,-0.923200,0.895650,-1.482271,-2.199107,-1.051493,1.643621,-0.680503
156,1763450417.363272,0.674800,-1.873300,-1.760400,-1.115700,1.632500,-0.924900,0.895611,-1.482391,-2.199004,-1.051499,1.643635,-0.680533
157,1763450417.418443,0.673300,-1.875900,-1.757400,-1.115300,1.632000,-0.926300,0.895638,-1.482453,-2.198957,-1.051491,1.643644,-0.680471
158,1763450417.462570,0.671900,-1.878300,-1.754400,-1.115300,1.631600,-0.927600,0.895604,-1.482501,-2.198917,-1.051493,1.643660,-0.680515
159,1763450417.517262,0.670500,-1.880900,-1.751300,-1.115600,1.631300,-0.929000,0.895546,-1.482559,-2.198858,-1.051509,1.643672,-0.680608
160,1763450417.559104,0.669100,-1.883100,-1.748500,-1.116200,1.631200,-0.930800,0.895508,-1.482646,-2.198794,-1.051516,1.643683,-0.680591
161,1763450417.613635,0.667600,-1.885500,-1.745400,-1.116800,1.630800,-0.934100,0.895472,-1.482729,-2.198721,-1.051523,1.643696,-0.680624
162,1763450417.657242,0.665900,-1.888400,-1.741800,-1.117700,1.630600,-0.937900,0.895444,-1.482810,-2.198653,-1.051522,1.643715,-0.680639
163,1763450417.706664,0.664100,-1.891500,-1.737900,-1.119500,1.631000,-0.941000,0.895443,-1.482906,-2.198578,-1.051519,1.643726,-0.680594
164,1763450417.751117,0.662400,-1.894400,-1.733900,-1.121400,1.631300,-0.943300,0.895440,-1.483004,-2.198491,-1.051520,1.643732,-0.680572
165,1763450417.801534,0.660900,-1.896900,-1.730400,-1.123100,1.631600,-0.945900,0.895438,-1.483103,-2.198416,-1.051524,1.643737,-0.680588
166,1763450417.846089,0.659800,-1.898600,-1.727700,-1.124500,1.631900,-0.948000,0.895406,-1.483185,-2.198340,-1.051525,1.643752,-0.680628
167,1763450417.894489,0.659000,-1.899800,-1.725900,-1.124700,1.631800,-0.949500,0.895388,-1.483274,-2.198269,-1.051526,1.643761,-0.680651
168,1763450417.938001,0.658400,-1.900900,-1.724500,-1.124100,1.631500,-0.950600,0.895413,-1.483372,-2.198190,-1.051511,1.643775,-0.680587
169,1763450417.987941,0.658000,-1.901400,-1.723700,-1.123700,1.631400,-0.951400,0.895391,-1.483449,-2.198129,-1.051519,1.643784,-0.680620
170,1763450418.031528,0.657700,-1.901800,-1.723200,-1.123400,1.631300,-0.952000,0.895361,-1.483503,-2.198084,-1.051522,1.643802,-0.680678
171,1763450418.083644,0.657400,-1.902100,-1.722800,-1.123400,1.631300,-0.952400,0.895345,-1.483584,-2.198010,-1.051526,1.643814,-0.680690
172,1763450418.127258,0.657300,-1.902400,-1.722600,-1.123400,1.631300,-0.952600,0.895372,-1.483648,-2.197971,-1.051511,1.643834,-0.680626
173,1763450418.176784,0.657200,-1.902500,-1.722400,-1.123400,1.631400,-0.952800,0.895358,-1.483713,-2.197904,-1.051509,1.643849,-0.680619
174,1763450418.223455,0.657100,-1.902600,-1.722500,-1.123400,1.631500,-0.952900,0.895395,-1.483759,-2.197868,-1.051501,1.643862,-0.680567
175,1763450418.269816,0.657100,-1.902600,-1.722500,-1.123500,1.631200,-0.953000,0.895485,-1.483896,-2.197769,-1.051482,1.643866,-0.680407
176,1763450418.318613,0.657100,-1.902700,-1.722700,-1.123000,1.630800,-0.953000,0.895554,-1.483984,-2.197695,-1.051468,1.643876,-0.680289
177,1763450418.362519,0.657100,-1.902800,-1.723000,-1.122000,1.630400,-0.953000,0.895553,-1.484041,-2.197634,-1.051463,1.643894,-0.680302
